PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,IsAlone,HasCabin,AgeGroup
237,1,2,"Scott, Miss. Alice",female,8.5,0,0,SOTON 7159,21.43,Unknown,C,1,1,0,Niño
238,1,2,"Walker, Mr. Arthur",male,9.2,0,0,C.A. 98645,38.8,Unknown,S,1,1,0,Niño
239,1,1,"Lewis, Mr. Carlos",male,32.2,0,3,C.A. 87322,53.19,Unknown,S,4,0,0,Adulto
240,0,3,"Martínez, Mr. John",male,17.5,2,0,PC 61870,9.45,Unknown,S,3,0,0,Joven
241,0,3,"Lewis, Mr. Charles",male,29.9,0,2,LINE 14397,20.18,Unknown,S,3,0,0,Adulto
242,0,1,"Wilson, Mr. Daniel",male,29.9,0,0,STON/O2 27303,114.67,Unknown,S,1,1,0,Adulto
243,0,3,"Martínez, Mr. Alejandro",male,7.1,0,0,SOTON 68536,19.36,Unknown,S,1,1,0,Niño
244,0,3,"Evans, Mr. Miguel",male,29.9,0,0,W./C. 69797,25.26,Unknown,S,1,1,0,Adulto
245,0,3,"Clark, Mr. Robert",male,29.9,3,0,A/5 11657,12.92,F60,S,4,0,1,Adulto
246,1,3,"Walker, Mrs. Lucía",female,56.2,1,2,SOTON 46009,7.3,Unknown,S,4,0,0,Adulto
247,0,3,"Johnson, Mr. Henry",male,29.9,1,0,W./C. 37662,11.36,Unknown,C,2,0,0,Adulto
248,0,3,"Smith, Mr. Alejandro",male,29.9,0,0,A/5 63381,35.38,Unknown,S,1,1,0,Adulto
249,1,3,"Thomas, Mr. Charles",male,29.9,1,2,SOTON 25784,14.46,Unknown,S,4,0,0,Adulto
250,0,3,"Martínez, Mr. Miguel",male,25.6,0,4,SOTON 13424,9.72,Unknown,C,5,0,0,Adulto
251,0,2,"Scott, Mr. Miguel",male,31.7,0,0,W./C. 76225,21.8,Unknown,S,1,1,0,Adulto
252,0,3,"Young, Mr. Miguel",male,29.9,0,3,LINE 11077,14.36,Unknown,S,4,0,0,Adulto
253,1,1,"Green, Mrs. Edith",female,53.6,1,0,PC 65927,142.13,Unknown,C,2,0,0,Adulto
254,0,3,"Martínez, Mr. Henry",male,20.1,0,0,STON/O2 68012,77.89,Unknown,S,1,1,0,Adulto
255,1,3,"Green, Miss. Emily",unknown,10.2,0,1,C.A. 43191,9.7,Unknown,Q,2,0,0,Niño
256,0,2,"Martin, Mrs. Isabella",female,38.6,1,0,PC 1091,60.16,D157,S,2,0,1,Adulto
257,0,3,"Lewis, Mr. Samuel",male,23.3,4,0,STON/O2 63305,6.93,Unknown,Q,5,0,0,Adulto
258,1,3,"Taylor, Mrs. Anna",female,40.2,1,1,LINE 39689,17.45,Unknown,S,3,0,0,Adulto
259,0,3,"Smith, Mr. Arthur",male,19.4,1,0,STON/O2 35594,26.47,Unknown,S,2,0,0,Joven
260,0,3,"Hall, Mr. Arthur",male,41.5,0,1,STON/O2 15438,11.83,Unknown,C,2,0,0,Adulto
261,1,1,"Green, Mr. George",male,26.0,2,0,SOTON 63996,40.84,Unknown,C,3,0,0,Adulto
262,0,3,"Johnson, Mr. Arthur",male,17.6,1,1,STON/O2 58341,20.57,Unknown,C,3,0,0,Joven
263,0,2,"King, Mr. Arthur",male,26.2,0,0,PC 8740,30.59,Unknown,S,1,1,0,Adulto
264,0,3,"Smith, Mrs. Edith",female,27.8,2,0,PC 6236,28.49,Unknown,S,3,0,0,Adulto
265,1,1,"Young, Miss. Sofía",female,23.2,2,0,C.A. 44397,145.3,Unknown,S,3,0,0,Adulto
266,1,1,"López, Mr. Thomas",male,25.9,0,2,W./C. 24869,67.82,Unknown,S,3,0,0,Adulto
267,1,1,"Wright, Mr. Carlos",male,11.3,0,0,W./C. 76150,60.84,E47,C,1,1,1,Niño
268,0,2,"Wright, Mr. Edward",male,29.9,2,0,LINE 96915,19.2,Unknown,S,3,0,0,Adulto
269,0,2,"Allen, Mr. Samuel",male,36.2,1,0,A/5 90250,28.34,Unknown,S,2,0,0,Adulto
270,0,3,"Wright, Mrs. Margaret",female,29.9,0,0,W./C. 80091,14.06,Unknown,C,1,1,0,Adulto
271,0,3,"Brown, Mr. John",male,29.9,3,2,A/5 52959,16.9,Unknown,S,6,0,0,Adulto
272,1,3,"Green, Mr. Samuel",male,29.9,0,0,LINE 91402,16.96,Unknown,C,1,1,0,Adulto
273,0,3,"Hall, Mr. Alejandro",male,69.2,0,1,LINE 4700,18.78,Unknown,S,2,0,0,Adulto mayor
274,0,3,"Brown, Mr. James",male,29.9,3,0,C.A. 74261,15.6,Unknown,S,4,0,0,Adulto
275,1,3,"Taylor, Mr. Samuel",male,29.9,0,0,W./C. 82227,30.3,Unknown,S,1,1,0,Adulto
276,1,2,"Martin, Mr. William",male,29.9,1,0,A/5 23517,39.03,Unknown,C,2,0,0,Adulto
277,0,3,"Martin, Mr. George",male,33.5,0,1,A/5 8131,5.12,Unknown,S,2,0,0,Adulto
278,0,1,"Taylor, Mr. Daniel",male,57.0,0,0,A/5 60174,72.8,B106,S,1,1,1,Adulto
279,1,3,"Ramírez, Mr. Edward",male,29.9,0,0,PC 91214,8.03,Unknown,S,1,1,0,Adulto
280,0,3,"García, Mr. Robert",male,7.2,0,2,A/5 89885,19.04,Unknown,S,3,0,0,Niño
281,0,1,"Lewis, Mr. Daniel",male,29.9,0,2,LINE 39605,34.86,Unknown,S,3,0,0,Adulto
282,1,1,"Evans, Mr. Arthur",male,9.4,1,0,A/5 23719,42.39,B4,S,2,0,1,Niño
283,1,3,"Johnson, Mrs. Margaret",female,50.6,0,1,LINE 38657,19.1,Unknown,C,2,0,0,Adulto
284,0,3,"Johnson, Mr. Alejandro",male,22.2,0,0,W./C. 76303,25.28,Unknown,S,1,1,0,Adulto
285,0,2,"Wilson, Mr. Edward",male,32.7,0,0,STON/O2 56923,9.6,Unknown,S,1,1,0,Adulto
286,0,3,"Taylor, Mr. George",male,29.3,0,0,A/5 53693,16.77,Unknown,S,1,1,0,Adulto
287,1,3,"Davies, Miss. Elizabeth",female,23.3,0,0,STON/O2 1605,21.94,Unknown,S,1,1,0,Adulto
288,1,1,"Davies, Mr. George",male,51.0,0,0,PC 3723,111.0,Unknown,Q,1,1,0,Adulto
289,0,2,"Martin, Mr. Alejandro",male,67.5,0,0,SOTON 4844,11.79,Unknown,S,1,1,0,Adulto mayor
290,0,3,"Allen, Mr. Alejandro",male,29.9,0,0,PC 95981,14.8,Unknown,S,1,1,0,Adulto
291,0,2,"Brown, Mrs. Mary",female,26.5,1,0,PC 56606,27.28,Unknown,S,2,0,0,Adulto
292,0,3,"Roberts, Mr. James",male,50.0,0,1,A/5 6407,15.59,Unknown,S,2,0,0,Adulto
293,1,2,"Hall, Mr. John",male,29.9,0,4,SOTON 29625,9.23,Unknown,S,5,0,0,Adulto
294,0,3,"Wright, Mr. George",male,7.5,1,0,STON/O2 89915,18.53,Unknown,S,2,0,0,Niño
295,1,1,"King, Mr. Edward",male,42.7,0,1,STON/O2 61588,47.33,Unknown,Q,2,0,0,Adulto
296,0,2,"King, Mr. Carlos",male,27.8,0,0,PC 79020,15.45,Unknown,S,1,1,0,Adulto
297,0,2,"Hernández, Mr. Henry",male,12.1,0,0,STON/O2 43058,22.52,F130,Q,1,1,1,Niño
298,1,3,"Ramírez, Mrs. Elena",female,32.1,0,0,PC 23529,13.02,Unknown,S,1,1,0,Adulto
299,1,1,"López, Mr. Charles",male,29.9,2,0,W./C. 80621,45.35,Unknown,S,3,0,0,Adulto
300,0,3,"Roberts, Mr. Alejandro",male,48.0,2,0,C.A. 7421,10.54,Unknown,S,3,0,0,Adulto
301,0,3,"García, Mr. Edward",male,3.3,0,0,PC 3599,19.91,Unknown,S,1,1,0,Niño
302,0,1,"Clark, Mr. Luis",male,40.1,2,0,A/5 47824,76.0,Unknown,S,3,0,0,Adulto
303,1,3,"Taylor, Mr. Arthur",male,12.3,1,0,W./C. 79239,25.24,Unknown,S,2,0,0,Niño
304,0,3,"Evans, Mrs. Lucía",female,27.3,0,0,W./C. 3027,12.05,Unknown,S,1,1,0,Adulto
305,0,3,"Walker, Mr. Samuel",male,29.9,0,0,STON/O2 56613,16.89,Unknown,C,1,1,0,Adulto
306,1,3,"López, Miss. Ethel",female,2.4,0,0,STON/O2 29176,29.06,Unknown,Q,1,1,0,Niño
307,0,2,"Taylor, Mr. Thomas",male,48.2,0,1,SOTON 37580,11.89,Unknown,C,2,0,0,Adulto
308,1,3,"García, Mr. William",male,75.5,0,0,STON/O2 40228,4.98,Unknown,S,1,1,0,Adulto mayor
309,0,2,"Hernández, Mr. Luis",male,29.9,0,0,C.A. 81513,10.15,Unknown,C,1,1,0,Adulto
310,0,3,"Lewis, Mr. Edward",male,29.9,0,0,W./C. 32031,16.5,Unknown,S,1,1,0,Adulto
311,0,3,"Walker, Mrs. Alice",female,44.8,0,0,PC 52912,29.95,Unknown,C,1,1,0,Adulto
312,0,2,"Hall, Mr. Thomas",male,29.9,0,0,STON/O2 50545,18.56,Unknown,C,1,1,0,Adulto
313,1,3,"Brown, Miss. Alice",female,29.9,0,1,C.A. 15150,7.71,Unknown,S,2,0,0,Adulto
314,0,1,"Young, Mr. James",male,40.7,0,1,PC 51717,47.37,Unknown,Q,2,0,0,Adulto
315,1,1,"Young, Mrs. Ethel",female,26.8,0,0,A/5 50236,51.82,A43,Q,1,1,1,Adulto
316,0,1,"Young, Mr. Alejandro",male,45.6,1,2,PC 4492,78.84,Unknown,S,4,0,0,Adulto
317,0,3,"Brown, Mr. John",male,22.8,0,0,STON/O2 24064,11.58,Unknown,S,1,1,0,Adulto
318,0,2,"Thomas, Mrs. Lucía",female,34.9,0,1,STON/O2 43726,31.73,Unknown,S,2,0,0,Adulto
319,0,1,"Lewis, Mrs. Edith",female,29.9,0,0,W./C. 68547,55.81,Unknown,S,1,1,0,Adulto
320,1,3,"Clark, Mr. Arthur",male,7.2,0,0,SOTON 22905,8.42,Unknown,S,1,1,0,Niño
321,1,3,"Hall, Miss. María",female,3.9,3,0,SOTON 36035,2.65,Unknown,S,4,0,0,Niño
322,0,3,"Martin, Mr. Luis",male,27.2,2,1,LINE 94080,19.24,Unknown,C,4,0,0,Adulto
323,0,2,"Young, Mrs. Anna",female,25.7,0,1,SOTON 84716,18.71,Unknown,C,2,0,0,Adulto
324,0,3,"Davies, Miss. Sofía",female,7.0,0,0,C.A. 87729,8.7,Unknown,S,1,1,0,Niño
325,0,2,"Davies, Mr. Robert",male,40.9,0,0,STON/O2 4767,17.31,Unknown,S,1,1,0,Adulto
326,0,2,"Smith, Mrs. Lucía",female,45.8,0,2,SOTON 30985,39.31,Unknown,S,3,0,0,Adulto
327,1,1,"Scott, Mrs. Elena",female,55.5,0,1,STON/O2 33178,124.54,Unknown,Q,2,0,0,Adulto
328,1,3,"Roberts, Mr. Daniel",male,20.9,0,0,STON/O2 47384,5.89,Unknown,S,1,1,0,Adulto
329,0,3,"Thomas, Mr. Miguel",male,0.3,0,0,STON/O2 27907,16.69,Unknown,S,1,1,0,Niño
330,1,2,"Taylor, Miss. Mary",female,5.6,0,1,C.A. 59792,14.15,Unknown,S,2,0,0,Niño
331,0,3,"Allen, Mr. Thomas",male,29.9,0,0,A/5 26129,12.95,Unknown,S,1,1,0,Adulto
332,1,1,"Wilson, Mr. Carlos",male,29.9,0,1,LINE 85215,193.63,Unknown,S,2,0,0,Adulto
333,0,3,"Thomas, Mr. William",male,25.7,0,0,PC 70718,11.13,Unknown,S,1,1,0,Adulto
334,0,1,"Smith, Mr. Henry",male,33.5,0,0,PC 86437,101.11,Unknown,S,1,1,0,Adulto
335,1,3,"Smith, Mrs. Margaret",female,47.6,1,0,W./C. 98814,16.03,Unknown,Q,2,0,0,Adulto
336,0,1,"Thomas, Mr. Luis",male,59.5,0,4,SOTON 7260,73.15,Unknown,Q,5,0,0,Adulto
337,0,3,"Evans, Mr. John",male,29.8,0,1,SOTON 92854,11.42,Unknown,S,2,0,0,Adulto
338,0,3,"Brown, Mrs. Emily",female,42.1,0,1,C.A. 35284,35.77,Unknown,S,2,0,0,Adulto
339,0,3,"King, Mr. George",male,56.8,0,2,W./C. 68722,17.01,E57,S,3,0,1,Adulto
340,0,2,"Walker, Mr. Thomas",male,29.9,0,0,SOTON 51506,32.69,Unknown,S,1,1,0,Adulto
341,1,1,"Ramírez, Miss. Ethel",female,16.4,0,0,STON/O2 18985,175.72,Unknown,S,1,1,0,Joven
342,0,1,"Martínez, Mr. Charles",male,37.0,0,0,SOTON 69701,236.16,Unknown,S,1,1,0,Adulto
343,1,2,"Green, Miss. Ethel",female,21.2,0,1,W./C. 98901,39.13,Unknown,S,2,0,0,Adulto
344,0,2,"Green, Mrs. Edith",female,34.2,0,1,LINE 47820,10.06,Unknown,S,2,0,0,Adulto
345,0,3,"Johnson, Miss. Anna",female,11.9,0,1,STON/O2 53628,5.4,Unknown,S,2,0,0,Niño
346,1,3,"Martin, Miss. María",female,22.6,0,3,SOTON 14722,24.32,E26,S,4,0,1,Adulto
347,1,1,"Wilson, Mr. Henry",male,27.0,0,0,STON/O2 41368,69.48,D51,S,1,1,1,Adulto
348,1,3,"Hernández, Mrs. Elizabeth",female,29.6,3,2,W./C. 89117,6.48,Unknown,S,6,0,0,Adulto
349,0,3,"Johnson, Mr. Samuel",male,29.6,1,0,LINE 52856,5.36,Unknown,S,2,0,0,Adulto
350,1,2,"Brown, Mr. Luis",male,21.7,0,0,STON/O2 27056,14.81,Unknown,C,1,1,0,Adulto
351,1,3,"Martin, Mrs. Sofía",female,29.9,4,0,C.A. 47800,25.38,Unknown,S,5,0,0,Adulto
352,0,2,"Scott, Mrs. Lucía",female,29.9,3,0,W./C. 97893,35.77,Unknown,C,4,0,0,Adulto
353,0,3,"Green, Mr. Daniel",male,29.9,1,0,STON/O2 49861,14.8,Unknown,S,2,0,0,Adulto
354,1,3,"Clark, Miss. Camila",female,0.3,0,0,PC 51720,14.77,Unknown,Q,1,1,0,Niño
355,0,3,"King, Mr. William",male,43.0,0,1,A/5 11654,20.69,Unknown,S,2,0,0,Adulto
356,1,2,"Hernández, Mr. Thomas",male,41.1,0,0,STON/O2 3621,33.66,Unknown,C,1,1,0,Adulto
357,1,3,"Martin, Mr. Miguel",male,16.2,0,3,A/5 40579,25.68,Unknown,S,4,0,0,Joven
358,1,3,"Walker, Miss. Helen",female,24.1,0,1,A/5 16330,15.65,Unknown,C,2,0,0,Adulto
359,0,2,"López, Mrs. Edith",female,32.9,0,1,PC 36991,19.68,Unknown,C,2,0,0,Adulto
360,0,3,"García, Mr. Arthur",male,36.0,2,0,LINE 77757,18.78,Unknown,S,3,0,0,Adulto
361,1,3,"Martínez, Mr. Luis",male,4.7,0,0,SOTON 23277,9.42,Unknown,S,1,1,0,Niño
362,1,3,"Scott, Mr. George",male,9.8,1,0,C.A. 89476,6.71,Unknown,S,2,0,0,Niño
363,1,3,"Young, Mr. Miguel",male,29.9,0,0,SOTON 79296,7.19,G105,S,1,1,1,Adulto
364,0,3,"Wilson, Mr. Henry",male,22.0,0,0,PC 54926,19.65,Unknown,S,1,1,0,Adulto
365,1,1,"Hernández, Mrs. Elena",female,40.8,0,0,W./C. 45307,34.54,Unknown,S,1,1,0,Adulto
366,0,3,"Hall, Mr. Luis",male,29.9,0,0,A/5 72760,9.47,Unknown,S,1,1,0,Adulto
367,0,2,"Young, Mr. Samuel",male,32.7,0,0,C.A. 43263,23.34,Unknown,S,1,1,0,Adulto
368,0,3,"Evans, Mr. Charles",male,6.1,3,0,SOTON 88671,6.79,Unknown,C,4,0,0,Niño
369,0,1,"Roberts, Mr. Miguel",male,52.1,0,2,W./C. 82268,35.18,Unknown,C,3,0,0,Adulto
370,1,2,"Wright, Mr. George",male,8.2,0,1,SOTON 49266,14.76,Unknown,S,2,0,0,Niño
371,0,3,"Martínez, Mr. Robert",male,5.5,0,0,STON/O2 97139,11.65,Unknown,S,1,1,0,Niño
372,1,3,"Walker, Miss. Ethel",female,22.2,0,0,A/5 20978,14.38,Unknown,S,1,1,0,Adulto
373,0,1,"Young, Mr. Samuel",unknown,37.0,1,0,STON/O2 59008,154.3,Unknown,S,2,0,0,Adulto
374,0,1,"Brown, Mr. Miguel",male,17.9,1,2,PC 49788,46.27,Unknown,S,4,0,0,Joven
375,1,2,"Allen, Mrs. Elizabeth",female,38.5,0,1,STON/O2 1865,34.2,Unknown,S,2,0,0,Adulto
376,1,2,"Martínez, Mr. Arthur",male,11.2,0,1,C.A. 89914,26.0,Unknown,S,2,0,0,Niño
377,1,2,"Taylor, Mr. Luis",male,34.2,0,0,W./C. 19741,27.55,Unknown,Q,1,1,0,Adulto
378,1,1,"Taylor, Mrs. Isabella",female,41.8,0,0,W./C. 76569,154.73,Unknown,S,1,1,0,Adulto
379,1,1,"Clark, Mr. John",male,25.2,1,3,LINE 82498,177.7,Unknown,S,5,0,0,Adulto
380,1,1,"Allen, Mrs. Helen",female,26.6,2,1,W./C. 26552,190.02,A22,C,4,0,1,Adulto
381,0,3,"Young, Mr. William",male,30.4,0,0,W./C. 58902,11.11,Unknown,Q,1,1,0,Adulto
382,0,3,"Taylor, Mr. William",male,42.7,1,1,SOTON 33648,27.03,Unknown,S,3,0,0,Adulto
383,1,3,"Brown, Mr. Thomas",male,47.4,0,0,SOTON 81054,24.78,Unknown,S,1,1,0,Adulto
384,0,2,"Hall, Mr. Edward",male,45.1,0,0,C.A. 68919,33.36,Unknown,S,1,1,0,Adulto
385,0,3,"Martínez, Mr. Samuel",male,24.3,0,2,STON/O2 1923,11.88,Unknown,S,3,0,0,Adulto
386,0,3,"Davies, Mr. William",male,40.8,1,0,SOTON 72068,6.85,Unknown,Q,2,0,0,Adulto
387,1,3,"Ramírez, Miss. Isabella",female,29.9,0,3,SOTON 81174,21.46,Unknown,C,4,0,0,Adulto
388,1,1,"Taylor, Mr. William",male,52.1,2,0,SOTON 11076,53.2,Unknown,S,3,0,0,Adulto
389,0,2,"Walker, Miss. Ethel",female,29.9,0,0,PC 15271,34.09,D3,Q,1,1,1,Adulto
390,0,3,"Ramírez, Mr. John",male,39.2,0,0,A/5 82017,12.15,Unknown,S,1,1,0,Adulto
391,0,3,"Hall, Mr. Luis",male,29.9,2,0,SOTON 36493,26.95,Unknown,Q,3,0,0,Adulto
392,1,2,"Thomas, Miss. Alice",female,20.5,0,0,W./C. 42112,21.5,Unknown,Q,1,1,0,Adulto
393,1,3,"Martin, Mr. Alejandro",male,29.9,2,0,W./C. 19560,5.02,Unknown,S,3,0,0,Adulto
394,0,1,"Wilson, Mr. Miguel",male,33.7,0,0,LINE 15382,149.43,A56,C,1,1,1,Adulto
395,0,3,"López, Mr. Miguel",male,21.5,0,3,C.A. 38400,19.78,Unknown,S,4,0,0,Adulto
396,1,1,"Allen, Mr. Robert",male,29.9,0,0,PC 66594,71.96,Unknown,S,1,1,0,Adulto
397,0,2,"Taylor, Mr. John",male,0.3,1,0,SOTON 73752,78.72,F2,S,2,0,1,Niño
398,1,2,"Martin, Mr. William",male,47.4,1,0,SOTON 45553,13.74,E19,C,2,0,1,Adulto
399,1,3,"Lewis, Mr. Henry",male,41.0,0,0,SOTON 66204,20.75,Unknown,C,1,1,0,Adulto
400,0,3,"Roberts, Mr. Miguel",male,28.2,0,0,A/5 63722,17.4,Unknown,S,1,1,0,Adulto
401,1,3,"Scott, Mrs. Margaret",female,34.9,0,0,A/5 17530,11.27,Unknown,S,1,1,0,Adulto
402,0,1,"Johnson, Mr. John",male,29.9,0,1,LINE 12573,169.61,Unknown,Q,2,0,0,Adulto
403,1,3,"López, Miss. Margaret",female,29.9,0,0,STON/O2 96365,11.56,Unknown,S,1,1,0,Adulto
404,0,3,"Clark, Mr. Daniel",male,48.2,1,0,C.A. 96505,26.96,Unknown,C,2,0,0,Adulto
405,0,1,"López, Mr. John",male,38.3,0,0,A/5 79134,140.78,Unknown,S,1,1,0,Adulto
406,1,2,"Martin, Mrs. María",female,29.9,0,2,W./C. 39957,23.26,D117,S,3,0,1,Adulto
407,0,3,"Martin, Mr. John",male,61.1,1,0,LINE 38295,14.86,Unknown,S,2,0,0,Adulto mayor
408,1,1,"López, Mrs. Anna",female,27.7,5,0,STON/O2 67127,74.93,E142,S,6,0,1,Adulto
409,1,3,"Lewis, Mrs. Anna",female,29.9,0,0,LINE 49403,7.26,Unknown,S,1,1,0,Adulto
410,0,3,"Lewis, Mr. Luis",male,16.1,0,1,W./C. 76150,38.32,Unknown,Q,2,0,0,Joven
411,1,3,"King, Mrs. Elena",female,29.9,0,0,STON/O2 93237,12.21,Unknown,S,1,1,0,Adulto
412,0,3,"Lewis, Miss. Lucía",female,24.6,1,0,STON/O2 33586,18.26,Unknown,S,2,0,0,Adulto
413,0,3,"Martin, Mr. Charles",male,50.6,0,1,W./C. 96836,17.4,Unknown,S,2,0,0,Adulto
414,1,3,"Martínez, Mr. Arthur",male,0.3,1,0,SOTON 29548,25.78,Unknown,S,2,0,0,Niño
415,0,3,"Walker, Mr. James",male,29.9,0,0,STON/O2 63003,34.5,Unknown,S,1,1,0,Adulto
416,1,2,"Ramírez, Mr. Charles",male,29.9,0,0,STON/O2 49920,17.13,Unknown,S,1,1,0,Adulto
417,0,3,"Green, Mr. Daniel",male,29.9,1,0,STON/O2 59007,16.97,Unknown,S,2,0,0,Adulto
418,1,3,"Martínez, Mrs. Isabella",female,29.9,0,0,PC 85714,9.71,Unknown,S,1,1,0,Adulto
419,0,3,"Scott, Mr. Luis",male,56.6,0,0,SOTON 2119,5.92,Unknown,S,1,1,0,Adulto
420,0,3,"Green, Mr. John",male,18.6,0,0,A/5 83413,8.72,E137,S,1,1,1,Joven
421,0,3,"Davies, Mr. Samuel",male,11.9,0,0,STON/O2 63198,32.96,Unknown,C,1,1,0,Niño
422,0,1,"Martin, Mr. Henry",male,26.5,1,0,C.A. 85192,151.2,Unknown,S,2,0,0,Adulto
423,0,3,"Smith, Mr. Miguel",male,32.0,5,2,LINE 32803,8.03,Unknown,S,8,0,0,Adulto
424,1,3,"Wright, Miss. Sofía",female,19.9,0,2,STON/O2 27097,14.91,Unknown,S,3,0,0,Joven
425,0,3,"Thomas, Miss. Elizabeth",female,22.8,0,0,PC 77808,8.18,Unknown,S,1,1,0,Adulto
426,1,1,"Brown, Mrs. Edith",female,49.2,1,2,A/5 48608,94.06,Unknown,S,4,0,0,Adulto
427,1,3,"Brown, Mrs. Sofía",female,39.6,0,0,LINE 4758,12.63,Unknown,C,1,1,0,Adulto
428,1,1,"Scott, Mrs. Emily",female,29.1,0,3,C.A. 16813,252.11,Unknown,S,4,0,0,Adulto
429,1,3,"López, Mr. Alejandro",male,9.8,1,0,C.A. 36332,5.32,Unknown,S,2,0,0,Niño
430,0,3,"King, Miss. Elena",female,29.9,0,0,LINE 35881,7.11,Unknown,C,1,1,0,Adulto
431,1,3,"Martínez, Miss. Emily",female,29.9,1,0,STON/O2 8992,11.77,Unknown,S,2,0,0,Adulto
432,0,3,"Evans, Mr. Charles",male,19.2,0,0,W./C. 5288,29.9,Unknown,S,1,1,0,Joven
433,1,3,"Evans, Mrs. Ethel",female,26.4,0,0,C.A. 9358,14.61,Unknown,S,1,1,0,Adulto
434,1,2,"Lewis, Mr. Alejandro",male,54.9,0,0,LINE 25902,4.06,Unknown,S,1,1,0,Adulto
435,1,1,"Thomas, Mr. Charles",male,20.0,1,0,LINE 19925,192.34,C37,S,2,0,1,Adulto
436,1,2,"Martin, Mr. Henry",male,37.2,1,0,C.A. 98843,12.66,Unknown,C,2,0,0,Adulto
437,0,3,"Hernández, Mrs. Elizabeth",female,30.8,0,0,LINE 6858,2.51,Unknown,S,1,1,0,Adulto
438,1,3,"Davies, Mr. Samuel",male,42.1,0,0,SOTON 33169,5.4,Unknown,C,1,1,0,Adulto
439,0,3,"Thomas, Mr. Samuel",male,24.3,2,1,SOTON 50564,12.88,Unknown,C,4,0,0,Adulto
440,1,2,"Clark, Miss. Ethel",female,3.6,0,0,C.A. 65402,22.52,Unknown,S,1,1,0,Niño
441,1,3,"Ramírez, Mr. Edward",male,13.6,0,0,W./C. 45996,17.59,Unknown,S,1,1,0,Joven
442,0,1,"Hernández, Mr. Carlos",male,48.6,0,0,W./C. 83103,83.3,Unknown,S,1,1,0,Adulto
443,0,2,"Wilson, Mrs. Anna",female,29.9,0,0,C.A. 68282,59.46,Unknown,S,1,1,0,Adulto
444,0,3,"Smith, Mr. Edward",male,42.5,0,1,SOTON 17480,19.56,Unknown,C,2,0,0,Adulto
445,0,3,"Smith, Mr. Henry",male,54.9,0,0,STON/O2 91694,16.26,Unknown,C,1,1,0,Adulto
446,0,2,"Johnson, Mr. Alejandro",male,29.9,0,0,STON/O2 89656,33.52,Unknown,S,1,1,0,Adulto
447,0,3,"Martin, Mrs. Mary",female,44.7,0,0,SOTON 95871,6.99,Unknown,S,1,1,0,Adulto
448,1,3,"García, Mrs. Edith",female,42.4,1,0,PC 91705,34.44,Unknown,S,2,0,0,Adulto
449,1,2,"Scott, Mrs. Elena",female,44.0,0,2,PC 81239,22.31,Unknown,S,3,0,0,Adulto
450,0,1,"Green, Mr. Carlos",male,29.9,1,3,W./C. 15570,35.39,Unknown,S,5,0,0,Adulto
451,1,1,"King, Mr. Charles",male,29.9,2,0,SOTON 3300,126.3,Unknown,C,3,0,0,Adulto
452,0,1,"García, Mr. Henry",male,24.5,1,0,W./C. 90003,30.01,Unknown,S,2,0,0,Adulto
453,0,2,"Lewis, Mr. Robert",male,25.6,0,1,STON/O2 81080,25.07,Unknown,S,2,0,0,Adulto
454,0,3,"King, Mr. James",male,28.4,0,0,LINE 25428,16.7,Unknown,S,1,1,0,Adulto
455,0,3,"Thomas, Mr. Alejandro",male,43.7,0,0,PC 10664,9.37,Unknown,S,1,1,0,Adulto
456,0,3,"Johnson, Mr. Daniel",male,32.5,0,0,PC 93741,5.91,Unknown,Q,1,1,0,Adulto
457,1,1,"Smith, Mrs. Lucía",female,46.1,1,0,W./C. 98233,73.43,Unknown,C,2,0,0,Adulto
458,0,1,"Clark, Mr. Daniel",male,34.1,1,1,LINE 83947,58.94,Unknown,S,3,0,0,Adulto
459,0,2,"King, Mr. George",male,25.4,1,3,W./C. 57685,25.78,Unknown,S,5,0,0,Adulto
460,0,3,"Taylor, Mr. Daniel",male,21.8,0,1,A/5 68404,18.51,Unknown,S,2,0,0,Adulto
461,0,3,"Allen, Mr. John",male,53.3,0,0,LINE 54548,16.15,Unknown,Q,1,1,0,Adulto
462,1,2,"Roberts, Miss. María",female,7.9,0,0,SOTON 56417,17.76,Unknown,S,1,1,0,Niño
463,0,3,"Wilson, Mr. Edward",male,59.5,0,1,PC 56485,19.75,Unknown,S,2,0,0,Adulto
464,0,1,"Lewis, Mr. George",male,29.9,1,0,LINE 86193,216.38,Unknown,S,2,0,0,Adulto
465,0,1,"Evans, Mr. Luis",male,35.2,0,0,W./C. 7803,248.55,Unknown,S,1,1,0,Adulto
466,1,2,"Wilson, Mrs. Elizabeth",female,26.2,1,1,C.A. 96450,14.07,Unknown,C,3,0,0,Adulto
467,1,2,"Wright, Mr. Charles",male,10.7,0,2,W./C. 47317,18.49,Unknown,Q,3,0,0,Niño
468,0,1,"Davies, Mr. Carlos",male,29.9,1,0,C.A. 58086,160.21,Unknown,S,2,0,0,Adulto
469,1,2,"Hernández, Mr. Charles",male,36.1,1,0,PC 31669,23.22,Unknown,C,2,0,0,Adulto
470,0,3,"Scott, Mrs. Margaret",female,36.0,1,0,SOTON 90882,10.97,Unknown,S,2,0,0,Adulto
471,1,1,"Scott, Mr. Thomas",male,51.8,0,0,LINE 63691,40.81,Unknown,S,1,1,0,Adulto
